content,score,at,bank,month_year,content_process,sentiment
"Sejak update terbaru, saya tdk bisa buka aplikasi sama sekali, ketika dibuka selalu force close. Mohon segera diperbaiki karena hal ini sdh lbh dr seminggu",1,2024-02-13 04:57:39,Mandiri,2024-02,"Sejak update terbaru, saya tdk bisa buka aplikasi sama sekali, ketika dibuka selalu force close. Mohon segera diperbaiki karena hal ini sdh lbh dr seminggu",negative
"apa apa ga di acc stlah update
lengkap dari mananya-_-",2,2024-02-13 03:28:14,Mandiri,2024-02,apa apa ga di acc stlah update lengkap dari mananya-_-,negative
"Benerin update nya , ga bisa di iphone 13",1,2024-02-13 00:17:22,Mandiri,2024-02,"Benerin update nya , ga bisa di iphone 13",negative
"Force close sudah 4 hari, aplikasi tidak dapat digunakan, akan berpindah ke bank lain.",1,2024-02-12 13:48:06,Mandiri,2024-02,"Force close sudah 4 hari, aplikasi tidak dapat digunakan, akan berpindah ke bank lain.",negative
Livin babi org tf tp saldonya ga bertambah…mutasi rekeningnya ada pdhal transferan masuk,1,2024-02-12 13:20:00,Mandiri,2024-02,Livin babi org tf tp saldonya ga bertambahmutasi rekeningnya ada pdhal transferan masuk,negative
"setalah update, dibuka langsung nutup terus, mana mau ada tagihan cc juga",1,2024-02-12 11:01:58,Mandiri,2024-02,"setalah update, dibuka langsung nutup terus, mana mau ada tagihan cc juga",negative
Aplikasi tidak bisa dibuka sejak ada pembaruan.,1,2024-02-12 10:46:00,Mandiri,2024-02,Aplikasi tidak bisa dibuka sejak ada pembaruan.,negative
Sy kira cm sy yg mengalami ngga bisa dibuka selalu close sendiri,1,2024-02-12 02:24:02,Mandiri,2024-02,Sy kira cm sy yg mengalami ngga bisa dibuka selalu close sendiri,negative
"Mau buka rekening tabungan rencana USD malah masuknya ke menu ke buka rekening tabungan USD terus, parah!!!",2,2024-02-11 12:38:19,Mandiri,2024-02,"Mau buka rekening tabungan rencana USD malah masuknya ke menu ke buka rekening tabungan USD terus, parah!!!",negative
tolong dong dibantu. karena tidak update ios apakah berpengaruh sampe force closed terus. sampai harus gonta ganti password karna error terus,2,2024-02-11 11:28:41,Mandiri,2024-02,tolong dong dibantu. karena tidak update ios apakah berpengaruh sampe force closed terus. sampai harus gonta ganti password karna error terus,negative
tidak bisa dibuka pada iphone 14 pro ios 17.2,1,2024-02-11 10:01:13,Mandiri,2024-02,tidak bisa dibuka pada iphone 14 pro ios 17.2,negative
"unusable, force close",1,2024-02-11 09:50:01,Mandiri,2024-02,"unusable, force close",negative
"Segera di perbaiki ya, transaksi jadi susah banget selalu force close",1,2024-02-11 07:24:14,Mandiri,2024-02,"Segera di perbaiki ya, transaksi jadi susah banget selalu force close",negative
"Crash, benar benar mengganggu",1,2024-02-11 03:54:23,Mandiri,2024-02,"Crash, benar benar mengganggu",negative
Aplikasi tdk bisa dibuka (force close),1,2024-02-11 03:50:09,Mandiri,2024-02,Aplikasi tdk bisa dibuka (force close),negative
Payah sekali.,1,2024-02-11 02:42:48,Mandiri,2024-02,Payah sekali.,negative
"Sudah coba uninstall dan install ulang, tetap masih crash. Sama sekali gak bisa akses aplikasi nya. Sudah complaint melalui X tapi hanya dibilang bekerja normal. Apa yang normal kalau crash begini?? Perlu segera diperbaiki.",1,2024-02-11 02:01:21,Mandiri,2024-02,"Sudah coba uninstall dan install ulang, tetap masih crash. Sama sekali gak bisa akses aplikasi nya. Sudah complaint melalui X tapi hanya dibilang bekerja normal. Apa yang normal kalau crash begini?? Perlu segera diperbaiki.",negative
Kenapa saldo tidak bertambah setelah top up lewat dana,5,2024-02-10 15:23:28,Mandiri,2024-02,Kenapa saldo tidak bertambah setelah top up lewat dana,negative
"Tolong pengembang aplikasi mobile mandiri
Aplikasinya tertutup paksa ketika buka aplikasi
Posisi ios 17.3",1,2024-02-10 10:27:09,Mandiri,2024-02,Tolong pengembang aplikasi mobile mandiri Aplikasinya tertutup paksa ketika buka aplikasi Posisi ios 17.3,negative
"Sudah 24jm apps force close sudah email,ngetweet,dm ig,wa mita tetep ga ada solusi , sudah restore iphone , update ios , reset setting ga ngaruh tetep mental appsnya . Tolong donk jangan ngerugiin nasabah masa dari pagi ga ada yg bisa bantu",1,2024-02-10 09:25:20,Mandiri,2024-02,"Sudah 24jm apps force close sudah email,ngetweet,dm ig,wa mita tetep ga ada solusi , sudah restore iphone , update ios , reset setting ga ngaruh tetep mental appsnya . Tolong donk jangan ngerugiin nasabah masa dari pagi ga ada yg bisa bantu",negative
Tolong kembalikan app mobile banking mandiri yg dulu lebih stabil dan sangat jarang masalah,1,2024-02-10 08:08:27,Mandiri,2024-02,Tolong kembalikan app mobile banking mandiri yg dulu lebih stabil dan sangat jarang masalah,negative
Dah 2 hari force close kocak kocak,1,2024-02-10 06:14:59,Mandiri,2024-02,Dah 2 hari force close kocak kocak,negative
Sampah,1,2024-02-10 05:36:58,Mandiri,2024-02,Sampah,negative
Hallo pihak pt bank mandiri. Saya ingin melaporkan keluhan saya tpi sya tidak bisa ke bank karna posisi sya lgi di luar negri. Saya sudah komplin via email tp tidak membantu mslah saya. Mbanking mandiri saya tidak bisa kebuka sudah sebulan padahl udh saya update dan sinyal jga bagus tpi masih tetep tidak bisa. Dan itu membuat saya tidak bisa mengirim uang ke rumah. Bisa bantu saya harus komplin online kemana ? Tolong di respon,2,2024-02-09 22:38:24,Mandiri,2024-02,Hallo pihak pt bank mandiri. Saya ingin melaporkan keluhan saya tpi sya tidak bisa ke bank karna posisi sya lgi di luar negri. Saya sudah komplin via email tp tidak membantu mslah saya. Mbanking mandiri saya tidak bisa kebuka sudah sebulan padahl udh saya update dan sinyal jga bagus tpi masih tetep tidak bisa. Dan itu membuat saya tidak bisa mengirim uang ke rumah. Bisa bantu saya harus komplin online kemana ? Tolong di respon,negative
Sebelumnya tidak ada masalah. Baru 3 hari ini Tidak bisa dibuka di ios 16. Pls fix it,1,2024-02-09 14:00:13,Mandiri,2024-02,Sebelumnya tidak ada masalah. Baru 3 hari ini Tidak bisa dibuka di ios 16. Pls fix it,negative
bug force close,1,2024-02-09 12:24:00,Mandiri,2024-02,bug force close,negative
selalu belum berhasil terhubung!,1,2024-02-09 11:08:09,Mandiri,2024-02,selalu belum berhasil terhubung!,negative
"Aplikasinya mudah digunakan, gapernah lemot juga. simple buat nabung, deposito, dll. simpan uang lebih aman jugaa karna bisa lihat saldo kapanpun",5,2024-02-09 10:53:37,Mandiri,2024-02,"Aplikasinya mudah digunakan, gapernah lemot juga. simple buat nabung, deposito, dll. simpan uang lebih aman jugaa karna bisa lihat saldo kapanpun",positive
Tolong perbaiki ya ini gmn si gbisa d buka,1,2024-02-09 06:12:05,Mandiri,2024-02,Tolong perbaiki ya ini gmn si gbisa d buka,negative
"Setelah update 1.8, di ios 17.3 malah tidak bisa masuk selalu force close, tolong diperbaiki bugnya ya, saya tidak bisa transaksi 🙏🏻",1,2024-02-09 03:46:40,Mandiri,2024-02,"Setelah update 1.8, di ios 17.3 malah tidak bisa masuk selalu force close, tolong diperbaiki bugnya ya, saya tidak bisa transaksi ",negative
"The old livin’ mandiri has a feature to check our history transactions. Why does not implement this feature anymore? Tambahkan opsi hide saldo pada saat pembayaran (bagian rekening sumber), atau saldo gausah ditampilin sekalian (kan udah ada di depan). Nggak nyaman tiap lg nulis/pilih jumlah transfer keliatan saldo terpampang, apalagi kl transfer sebelah orang dan di tempat ramai. 😅",4,2024-02-09 02:16:00,Mandiri,2024-02,"The old livin mandiri has a feature to check our history transactions. Why does not implement this feature anymore? Tambahkan opsi hide saldo pada saat pembayaran (bagian rekening sumber), atau saldo gausah ditampilin sekalian (kan udah ada di depan). Nggak nyaman tiap lg nulis/pilih jumlah transfer keliatan saldo terpampang, apalagi kl transfer sebelah orang dan di tempat ramai. ",negative
Tolong segera diperbaiki saya tidak bisa tea saksı,1,2024-02-08 11:20:49,Mandiri,2024-02,Tolong segera diperbaiki saya tidak bisa tea saks,negative
Setelah update crash di splash screen,3,2024-02-08 10:34:07,Mandiri,2024-02,Setelah update crash di splash screen,negative
"gagal sudah liburan,, applikasi nya error gini",1,2024-02-08 05:47:29,Mandiri,2024-02,"gagal sudah liburan,, applikasi nya error gini",negative
"iPhone 7 dengan iOS 15.8.1 versi Livin’ By Mandiri versi terakhir.

Mohon diperbaiki, terima kasih.",1,2024-02-08 00:00:16,Mandiri,2024-02,"iPhone 7 dengan iOS 15.8.1 versi Livin By Mandiri versi terakhir. Mohon diperbaiki, terima kasih.",negative
Setelah di update malah crash di iOS 17.3 tiap dibuka selalu force close. 😞,1,2024-02-07 22:55:53,Mandiri,2024-02,Setelah di update malah crash di iOS 17.3 tiap dibuka selalu force close. ,negative
"I experienced maintenance that occured on around midnight without prior information for several times and they are very inconvenient and upsetting!! Urgent needs at midnight including top ups for buying foods on ojol apps, or even pay my bills at restaurant. Don’t you guys ever think about it?? If the maintenance information has given before, I can move some money to other bank account so I won’t be embarassed to my friend when it comes to the payment process!!",2,2024-02-07 17:03:54,Mandiri,2024-02,"I experienced maintenance that occured on around midnight without prior information for several times and they are very inconvenient and upsetting!! Urgent needs at midnight including top ups for buying foods on ojol apps, or even pay my bills at restaurant. Dont you guys ever think about it?? If the maintenance information has given before, I can move some money to other bank account so I wont be embarassed to my friend when it comes to the payment process!!",positive
Versi 1.8.0 forced close di iphone 6s,3,2024-02-07 12:45:19,Mandiri,2024-02,Versi 1.8.0 forced close di iphone 6s,negative
"Setiap membuka aplikasi, selalu mental balik ke home screen, tidak bisa terbuka sama sekali ketika update ke Versi 1.8
Mohon diperbaiki segera, terimakasih

Iphone 7 plus & iOS 15.8.1",1,2024-02-07 10:02:33,Mandiri,2024-02,"Setiap membuka aplikasi, selalu mental balik ke home screen, tidak bisa terbuka sama sekali ketika update ke Versi 1.8 Mohon diperbaiki segera, terimakasih Iphone 7 plus & iOS 15.8.1",negative
Ini kenapa aplikasi belum terhubung mulu ya…mana lagi urgen…tolong donk di perbaiki,1,2024-02-07 08:52:30,Mandiri,2024-02,Ini kenapa aplikasi belum terhubung mulu yamana lagi urgentolong donk di perbaiki,negative
"Saya sudah lakukan upgrade dari versi 1.7 ke 1.8 namun aplikasi tidak dapat dibuka dan selalu force closed, padahal versi sebelumnya aman. Saya menggunakan iPhone 12 Pro dengan iOS 17.3
Mohon dapat diperbaiki segera",1,2024-02-06 16:09:59,Mandiri,2024-02,"Saya sudah lakukan upgrade dari versi 1.7 ke 1.8 namun aplikasi tidak dapat dibuka dan selalu force closed, padahal versi sebelumnya aman. Saya menggunakan iPhone 12 Pro dengan iOS 17.3 Mohon dapat diperbaiki segera",negative
Kenapa ga bisa tf via BI fast. Ga bisa dipilih,2,2024-02-06 12:55:50,Mandiri,2024-02,Kenapa ga bisa tf via BI fast. Ga bisa dipilih,negative
Tolong y livin lama sekali terbuka selalu cek cek cek,1,2024-02-06 12:08:12,Mandiri,2024-02,Tolong y livin lama sekali terbuka selalu cek cek cek,negative
Bi fast is now deactivated for transferring to other banks!!!,2,2024-02-06 11:00:35,Mandiri,2024-02,Bi fast is now deactivated for transferring to other banks!!!,positive
"tolong di perbaiki setiap jam 12 malam lewat pasti tidak bisa transaksi, urgent jam segitu pakai via livin gak worth it banget sumpah! beda banget sama bank bank sebelah yang bisa melakukan transaksi lewat jam 12 malam dengan aman tanpa kendala, livin ampas
mandiri selalu bikin kecewa",1,2024-02-06 07:57:57,Mandiri,2024-02,"tolong di perbaiki setiap jam 12 malam lewat pasti tidak bisa transaksi, urgent jam segitu pakai via livin gak worth it banget sumpah! beda banget sama bank bank sebelah yang bisa melakukan transaksi lewat jam 12 malam dengan aman tanpa kendala, livin ampas mandiri selalu bikin kecewa",negative
"masa tf gak masuk2 padahal keterangan nya berhasil, kalau sering begini mending pindah bank aja",2,2024-02-06 03:41:31,Mandiri,2024-02,"masa tf gak masuk2 padahal keterangan nya berhasil, kalau sering begini mending pindah bank aja",negative
Mohon bantuannya saya lupa nomor kartu debit saya tapi kalau nomor rekening saya tau mohon bantuan kak saya baru ganti hp kak tapi di hp yang lama udah terhapus dan keluar m banking mandiri nya kak .saya mau loginkan di hp baru,3,2024-02-06 02:39:33,Mandiri,2024-02,Mohon bantuannya saya lupa nomor kartu debit saya tapi kalau nomor rekening saya tau mohon bantuan kak saya baru ganti hp kak tapi di hp yang lama udah terhapus dan keluar m banking mandiri nya kak .saya mau loginkan di hp baru,negative
"Fitur debit virtual tidak bisa digunakan, mending dihapus aja fiturnya dari pada cuman jadi pajangan",1,2024-02-05 19:45:27,Mandiri,2024-02,"Fitur debit virtual tidak bisa digunakan, mending dihapus aja fiturnya dari pada cuman jadi pajangan",negative
masa iya tiap bayar atau topup ke daftar riwayat transaksi “nomor tidak ditemukan”,1,2024-02-05 17:24:47,Mandiri,2024-02,masa iya tiap bayar atau topup ke daftar riwayat transaksi nomor tidak ditemukan,negative
"Error melulu! Urgent mau bayar2, ga bisa login dari kemarin. Menyebalkan!!",1,2024-02-05 10:33:16,Mandiri,2024-02,"Error melulu! Urgent mau bayar2, ga bisa login dari kemarin. Menyebalkan!!",negative
Mudah-mudahan bisa segera diperbaiki agar bisa memudahkan pengguna dalam bertransaksi,1,2024-02-05 10:11:59,Mandiri,2024-02,Mudah-mudahan bisa segera diperbaiki agar bisa memudahkan pengguna dalam bertransaksi,positive
"Ini di wajibkan ganti password
Terus pengguna di suruh ganti ganti terus password biar lupa atau gmn ya",2,2024-02-05 09:53:50,Mandiri,2024-02,Ini di wajibkan ganti password Terus pengguna di suruh ganti ganti terus password biar lupa atau gmn ya,negative
"ini kenapa sih gabisa transfer lewat bi fast hrs transfer online dan adminnya besar banget tolong dong jgn korup, biasanya pake bi fast bisa tbtb gabisa parah bgt kecewa!",2,2024-02-05 04:46:45,Mandiri,2024-02,"ini kenapa sih gabisa transfer lewat bi fast hrs transfer online dan adminnya besar banget tolong dong jgn korup, biasanya pake bi fast bisa tbtb gabisa parah bgt kecewa!",negative
"Pelayanan terbaik dan ramah terhadap customer, selalu memberikan pelayanan yang update dan terbarukan di setiap momen, dan menjadi teman yang pas saat bertransaksi dimanapun dan kapanpun🙏🏻",5,2024-02-05 02:41:36,Mandiri,2024-02,"Pelayanan terbaik dan ramah terhadap customer, selalu memberikan pelayanan yang update dan terbarukan di setiap momen, dan menjadi teman yang pas saat bertransaksi dimanapun dan kapanpun",positive
"Tampilan bagus, aplikasi ribet, belajar lagi UI/UX !!!",1,2024-02-05 01:22:43,Mandiri,2024-02,"Tampilan bagus, aplikasi ribet, belajar lagi UI/UX !!!",negative
ga bisa login anj***,1,2024-02-05 00:36:20,Mandiri,2024-02,ga bisa login anj***,negative
Apk bosok!!!,1,2024-02-04 13:05:39,Mandiri,2024-02,Apk bosok!!!,negative
"Kenapa sekarang di livin tidak bisa cek history pemakaian e-money, hanya bisa melalui ATM. Mohon di update dengan fitur history pemakaian e-money.",4,2024-02-04 12:23:46,Mandiri,2024-02,"Kenapa sekarang di livin tidak bisa cek history pemakaian e-money, hanya bisa melalui ATM. Mohon di update dengan fitur history pemakaian e-money.",negative
Beberapa kali kadang macet sih kalau udah tengah malam,3,2024-02-04 07:09:57,Mandiri,2024-02,Beberapa kali kadang macet sih kalau udah tengah malam,negative
Kalo jam jam malem suka ga bisa buat transaksi,1,2024-02-03 19:31:29,Mandiri,2024-02,Kalo jam jam malem suka ga bisa buat transaksi,negative
"Asik update ntah apa tiap hari , kalo udah jam 1 sampe jam 2.30 gak bisa transfer .",2,2024-02-03 19:26:08,Mandiri,2024-02,"Asik update ntah apa tiap hari , kalo udah jam 1 sampe jam 2.30 gak bisa transfer .",negative
"Setiap jam 23.00 wib selalu tidak bisa digunakan dengan alasan pemeliharaan rutin. Gila. Yang bener aja, kita butuh perbankan yg bisa transaksi 24 jam. Pas urgent butuh transaksi selalu gak bisa. Parah",1,2024-02-03 16:03:54,Mandiri,2024-02,"Setiap jam 23.00 wib selalu tidak bisa digunakan dengan alasan pemeliharaan rutin. Gila. Yang bener aja, kita butuh perbankan yg bisa transaksi 24 jam. Pas urgent butuh transaksi selalu gak bisa. Parah",negative
Aplikasi pembaruan pasword tidak bisa masuk rekening. Dan di dalam masih ada saldo yang tersimpan,5,2024-02-02 10:01:43,Mandiri,2024-02,Aplikasi pembaruan pasword tidak bisa masuk rekening. Dan di dalam masih ada saldo yang tersimpan,negative
pas flash sale mau bayar malah erorr! jmbt tnan!,2,2024-02-02 04:20:29,Mandiri,2024-02,pas flash sale mau bayar malah erorr! jmbt tnan!,negative
Eror terus!! Lagi urgent gagal terus!!!,1,2024-02-02 03:49:20,Mandiri,2024-02,Eror terus!! Lagi urgent gagal terus!!!,negative
Udah kaya game slot aja lo.. tiap2 pemeliharaan..,1,2024-02-01 16:02:08,Mandiri,2024-02,Udah kaya game slot aja lo.. tiap2 pemeliharaan..,negative
Aplikasi cepat 1 gengaman bisa banyak transaksi,5,2024-02-01 00:54:48,Mandiri,2024-02,Aplikasi cepat 1 gengaman bisa banyak transaksi,positive
gk bisa di buka,1,2024-01-30 09:01:28,Mandiri,2024-01,gk bisa di buka,negative
Nominal tagihan memaksa nasabah untuk bayar dan menyisakan bunga. Tidak ada informasi tentang jumlah pembayaran yang dihitung dari sisa limit. Bintang satu untuk tidak ada aksi sama sekali. Sholat ga guna.,1,2024-01-29 22:33:44,Mandiri,2024-01,Nominal tagihan memaksa nasabah untuk bayar dan menyisakan bunga. Tidak ada informasi tentang jumlah pembayaran yang dihitung dari sisa limit. Bintang satu untuk tidak ada aksi sama sekali. Sholat ga guna.,negative
"Saya daftar dari jepang, kirain bagus, pas udah buat kartu fisik dinotif kartu udah trekirim tapi orang rumah bilang ga ada, trus tiba2 akun keblokir, masa harus ke indo buat ngebuka akun di cabang terdekat, iya kali,,,",1,2024-01-28 22:29:47,Mandiri,2024-01,"Saya daftar dari jepang, kirain bagus, pas udah buat kartu fisik dinotif kartu udah trekirim tapi orang rumah bilang ga ada, trus tiba2 akun keblokir, masa harus ke indo buat ngebuka akun di cabang terdekat, iya kali,,,",negative
Selalu setiap pukul 00 ke atas selalu gangguan!!,1,2024-01-28 18:20:22,Mandiri,2024-01,Selalu setiap pukul 00 ke atas selalu gangguan!!,negative
